Gender,Hometown,Live,Greek_,HrsWork,ParntsMar,GPA,SitArea,SkipClass,TextSpd,HrsStudy,CheatEx,Organztns,Relimport,RelPref,RelServs,TimesPray,DiffRel_,Abortion,Euthanasia,SameMarr,Weight,Height,IdlWt,IdlHt,ViewWt,WtTry,SelfAttr,MakeFrnds,ImportFeat,PeopKiss,LongRels,AgeMarry,v1st_child,Children,Siblings,HrsExer,MinsExer,SmokeCig,HrsSleep,ExerReason,FitnMemb,FakeID,DaysAlco,SmokedMJ,LegalMJ_,DrnksUsl,BingeDrk,Virgin,SexNoRel,CheatdSO,CheatTel,SexPartns,UsePtotn
Male  ,Suburban    ,Apartment          ,Yes,None      ,Married            ,2.45,Middle,0,0,8,No ,2,Fairly Important,Other     ,1,6,Not sure,Yes,Yes,Yes     ,150,71,170,72,About right,Nothing      ,Yes   ,Same gender    ,Personality    ,3,0,25,30,2,1,6,30,No ,7,Enjoyment     ,No ,No ,7,No ,No ,5 or 6,4,Yes,Yes,No ,Yes,0,Yes
Male  ,Rural       ,Apartment          ,No ,1 to 10   ,Married            ,3,Middle,3,600,5,No ,3,Very important  ,Other     ,12,15,No      ,No ,No ,No      ,170,71,160,72,About right,Lose         ,Yes   ,No preference  ,NA,5,2,24,25,3,0,6,15,No ,9.5,Health        ,No ,No ,3,No ,No ,3 or 4,0,Yes,No ,No ,Yes,0,No 
Male  ,A small town,Apartment          ,No ,None      ,Married            ,3.5,Middle,0,400,10,No ,0,Not important   ,Catholic  ,0,0,Yes     ,No ,No ,No      ,155,71,170,74,About right,Stay the same,Yes   ,No preference  ,Personality    ,20,2,25,25,3,2,7,75,No ,8,Get muscular  ,Yes,No ,15,No ,No ,3 or 4,15,Yes,No ,No ,Yes,0,No 
Male  ,Rural       ,Apartment          ,No ,NA,Married            ,2.76,Middle,0,450,7,No ,0,Fairly Important,Other     ,2,1,Yes     ,No ,Yes,Yes     ,200,71,180,80,About right,Lose         ,Yes   ,No preference  ,Easy to talk to,10,0,25,26,4,2,2,30,No ,8,Weight control,No ,No ,10,Yes,Yes,5 or 6,6,No ,Yes,No ,No ,7,Yes
Male  ,Suburban    ,Dorm               ,No ,11 to 20  ,Married            ,3.45,Middle,0,450,10,No ,3,Not important   ,Atheist   ,0,0,Yes     ,No ,No ,Not sure,185,71,175,71,Overweight ,Lose         ,No    ,Same gender    ,Other          ,0,0,22,24,2,1,1.5,30,No ,6.5,Weight control,No ,No ,0,No ,No ,0,0,Yes,No ,No ,No ,0,Yes
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3.7,NA,1,400,15,NA,1,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,Yes     ,165,71,170,74,About right,Gain         ,Yes   ,NA,NA,12,3,26,30,3,3,5,60,No ,7.5,NA,Yes,Yes,15,Yes,Yes,7 or 8,10,No ,Yes,NA,No ,5,No 
Male  ,Suburban    ,Dorm               ,No ,1 to 10   ,Married            ,2,Front ,0,400,5,No ,1,Not important   ,Agnostic  ,3,0,Yes     ,Yes,Yes,No      ,183,71,172,74,About right,Stay the same,Unsure,No preference  ,Sense of humor ,3,1,28,29,2,2,3.5,45,No ,7,Health        ,Yes,No ,0,No ,Yes,0,0,Yes,Yes,No ,No ,0,Yes
Male  ,A small town,Dorm               ,No ,1 to 10   ,Married            ,2.65,Middle,0,300,20,No ,3,Fairly Important,Catholic  ,4,2,Yes     ,Yes,Yes,Yes     ,175,71,180,72,About right,Gain         ,NA,Opposite gender,Sense of humor ,13,1,25,28,2,1,6,90,No ,8.5,Get muscular  ,Yes,No ,10,Yes,No ,7 or 8,3,No ,Yes,No ,Yes,2,No 
Male  ,Rural       ,Apartment          ,No ,None      ,Married            ,3.39,Front ,0,350,50,No ,0,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Yes     ,145,71,145,72,About right,Stay the same,Yes   ,Same gender    ,Trust          ,1,1,24,28,2,1,3.5,60,No ,8,Get muscular  ,Yes,No ,4,No ,No ,1 or 2,0,No ,No ,No ,Yes,1,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,2.67,Front ,0,376,25,No ,2,Not important   ,Catholic  ,0,0,Yes     ,Yes,Yes,Yes     ,140,71,165,74,Underweight,Gain         ,Unsure,Same gender    ,Trust          ,4,1,30,30,2,1,0.5,30,No ,9,Health        ,No ,No ,5,No ,No ,3 or 4,2,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,4,Front ,0,500,20,No ,3,Fairly Important,Catholic  ,4,2,Yes     ,Yes,No ,Yes     ,170,71,150,72,About right,Lose         ,No    ,No preference  ,Sense of humor ,14,2,25,28,3,1,3,30,No ,7,Weight control,Yes,No ,10,No ,No ,3 or 4,0,No ,No ,No ,Yes,1,No 
Male  ,A small town,Apartment          ,No ,11 to 20  ,Married            ,2.48,Front ,0,450,8,No ,0,Not important   ,Catholic  ,0,1,Yes     ,Yes,Yes,Yes     ,155,71,160,72,About right,Nothing      ,Yes   ,Same gender    ,Personality    ,15,3,25,28,3,2,0.5,15,No ,7,Reduce stress ,No ,No ,8,Yes,Yes,5 or 6,4,No ,Yes,Yes,Yes,4,No 
Male  ,Suburban    ,Apartment          ,No ,11 to 20  ,Divorced           ,3,Middle,1,120,20,No ,2,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,No      ,180,71,170,71,About right,Stay the same,Yes   ,No preference  ,Personality    ,8,2,28,30,2,2,6,120,No ,6.5,Reduce stress ,No ,No ,6,No ,No ,1 or 2,0,No ,Yes,Yes,Yes,4,No 
Male  ,Suburban    ,Apartment          ,Yes,None      ,Married            ,3,Front ,0,220,15,No ,1,Not important   ,Catholic  ,0,0,Yes     ,Yes,Yes,No      ,190,71,215,73,About right,Nothing      ,Yes   ,No preference  ,Personality    ,25,3,26,28,2,1,8,90,No ,6,Get muscular  ,Yes,Yes,8,No ,No ,>8    ,4,No ,Yes,Yes,No ,4,No 
Male  ,Rural       ,Apartment          ,No ,11 to 20  ,Married            ,3.1,Front ,0,250,10,No ,2,Fairly Important,Protestant,0,0,Yes     ,Yes,Yes,No      ,190,71,165,71,Overweight ,Lose         ,Unsure,Opposite gender,Personality    ,5,1,33,35,3,1,2,45,No ,6,Health        ,No ,No ,1,No ,No ,3 or 4,0,No ,No ,No ,Yes,3,No 
Male  ,Suburban    ,Apartment          ,No ,None      ,Other or Don't Know,3.5,Back  ,2,350,6,No ,3,Fairly Important,Catholic  ,3,2,Yes     ,No ,No ,Yes     ,155,71,150,78,About right,Lose         ,Yes   ,Opposite gender,Trust          ,18,3,27,30,2,1,5,30,No ,6,Health        ,Yes,No ,19,No ,No ,>8    ,14,No ,Yes,No ,Yes,3,Yes
Male  ,A small town,Apartment          ,No ,None      ,Married            ,3.63,Middle,0,500,5,No ,1,Fairly Important,Jewish    ,1,2,Yes     ,Yes,Yes,Yes     ,170,71,160,73,About right,Lose         ,Yes   ,Same gender    ,Personality    ,6,2,24,26,2,1,3,60,No ,7.5,Weight control,Yes,No ,8,Yes,No ,5 or 6,4,No ,Yes,No ,No ,2,Yes
Female,A small town,Dorm               ,No ,11 to 20  ,Married            ,2.94,Front ,0,300,15,No ,2,Fairly Important,Catholic  ,4,10,Yes     ,Yes,Yes,Yes     ,180,71,155,71,Overweight ,Lose         ,No    ,Opposite gender,Sense of humor ,6,2,25,26,3,2,5,45,No ,7.5,Weight control,Yes,No ,8,No ,Yes,7 or 8,8,No ,No ,No ,Yes,2,Yes
Male  ,A small town,Apartment          ,No ,None      ,Married            ,3.3,Middle,0,700,10,No ,3,Fairly Important,Catholic  ,0,2,Yes     ,Yes,Yes,No      ,195,71,175,71,Overweight ,Lose         ,Yes   ,No preference  ,Personality    ,10,2,28,30,2,3,3,15,No ,7,Weight control,No ,No ,6,Yes,Yes,3 or 4,0,No ,No ,No ,Yes,2,No 
Male  ,Suburban    ,Dorm               ,Yes,None      ,Married            ,3.77,Middle,0,300,20,No ,3,Not important   ,Protestant,0,0,Yes     ,Yes,Yes,No      ,160,71,170,73,About right,Gain         ,Yes   ,No preference  ,Sense of humor ,10,3,26,28,3,2,4,75,No ,7,Get muscular  ,Yes,No ,10,No ,Yes,>8    ,2,No ,No ,No ,Yes,2,Yes
Male  ,A small town,Apartment          ,No ,NA,Married            ,3.53,NA,1,300,3,No ,4,NA,Protestant,10,NA,Not sure,Yes,No ,No      ,165,71,162,75,About right,Lose         ,Yes   ,Opposite gender,Personality    ,4,NA,NA,30,2,3,NA,NA,No ,NA,Health        ,Yes,Yes,NA,No ,Yes,NA,NA,No ,NA,No ,Yes,1,Yes
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3.23,Front ,0,400,32,No ,2,Fairly Important,Catholic  ,5,7,Not sure,No ,No ,Yes     ,170,71,170,73,About right,Stay the same,Unsure,Same gender    ,Sense of humor ,3,1,27,30,3,2,2,45,No ,7,Health        ,No ,No ,2,No ,No ,1 or 2,0,No ,No ,No ,Yes,1,Yes
Male  ,A small town,Dorm               ,No ,None      ,Married            ,3.94,Back  ,0,400,10,No ,2,Not important   ,Catholic  ,0,10,Yes     ,Yes,Yes,Not sure,215,71,185,76,Overweight ,Lose         ,No    ,Opposite gender,Other          ,7,2,20,23,4,1,18,120,No ,4,Other         ,Yes,No ,0,No ,No ,1 or 2,0,No ,No ,No ,Yes,1,No 
Male  ,Rural       ,At home            ,No ,>20       ,Married            ,3.12,Middle,0,95,12,No ,0,Very important  ,Protestant,4,50,No      ,No ,No ,No      ,240,71,200,72,Overweight ,Lose         ,No    ,Same gender    ,Personality    ,4,1,24,25,2,2,7,60,No ,6,Get muscular  ,No ,No ,2,No ,No ,1 or 2,0,No ,No ,No ,Yes,1,No 
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3,Middle,0,250,10,No ,6,Fairly Important,Catholic  ,3,5,Not sure,Yes,Yes,Yes     ,160,71,165,73,About right,Gain         ,Yes   ,Same gender    ,Sense of humor ,1,1,25,30,3,3,6,45,No ,9,Get muscular  ,Yes,No ,10,Yes,No ,7 or 8,5,No ,No ,No ,No ,1,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,3.36,Middle,1,250,10,No ,0,Very important  ,Protestant,6,50,No      ,No ,Yes,Yes     ,175,71,185,74,About right,Gain         ,Yes   ,No preference  ,Personality    ,5,1,25,26,3,3,24.5,105,No ,8.5,Enjoyment     ,Yes,No ,0,No ,Yes,0,0,Yes,No ,No ,NA,0,NA
Female,Suburban    ,Apartment          ,No ,1 to 10   ,Married            ,3.9,Middle,0,300,10,No ,4,Fairly Important,Protestant,1,7,Yes     ,Yes,Yes,Yes     ,162,71,155,71,About right,Stay the same,Yes   ,Same gender    ,Sense of humor ,10,0,25,28,4,2,10,120,No ,8,Enjoyment     ,Yes,No ,12,Yes,Yes,3 or 4,10,Yes,No ,No ,Yes,0,Yes
Female,A small town,Dorm               ,No ,None      ,Married            ,2.7,Middle,0,250,5,No ,3,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,Not sure,160,71,130,71,Overweight ,Lose         ,Unsure,Same gender    ,Easy to talk to,3,0,26,27,4,1,6,60,No ,9,Get muscular  ,Yes,No ,12,No ,No ,5 or 6,10,Yes,No ,No ,Yes,0,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,2.6,Front ,1,200,15,No ,0,Fairly Important,Catholic  ,2,1,Yes     ,Yes,No ,Not sure,215,71,180,73,Overweight ,Lose         ,Unsure,Same gender    ,Trust          ,2,1,24,25,2,1,0,30,No ,8.5,Weight control,Yes,No ,1,No ,No ,1 or 2,0,Yes,No ,No ,Yes,0,No 
Male  ,Rural       ,Apartment          ,No ,None      ,Married            ,3.2,Middle,0,600,20,No ,5,Fairly Important,Catholic  ,1,3,Yes     ,Yes,Yes,No      ,155,71,175,73,Underweight,Gain         ,Yes   ,Same gender    ,Sense of humor ,8,1,30,35,3,2,7,45,No ,7,Get muscular  ,Yes,No ,15,No ,No ,5 or 6,2,Yes,No ,No ,No ,0,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,3.28,Back  ,1,270,2,No ,3,Fairly Important,Catholic  ,3,3,Not sure,No ,No ,Yes     ,158,72,160,72,About right,Stay the same,Yes   ,No preference  ,Sense of humor ,3,0,NA,NA,2,1,0,0,No ,7,Don't exercise,No ,No ,0,No ,No ,0,0,Yes,NA,NA,NA,NA,NA
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,3,Middle,0,350,45,No ,2,Not important   ,Agnostic  ,0,0,Not sure,Yes,Yes,Yes     ,170,72,165,72,About right,Lose         ,No    ,Same gender    ,Trust          ,5,0,NA,NA,0,1,4,120,No ,6,Socialize     ,No ,No ,4,No ,Yes,5 or 6,4,No ,Yes,No ,No ,NA,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,3.4,Back  ,0,300,15,No ,1,Fairly Important,Catholic  ,0,7,Yes     ,Yes,No ,Yes     ,170,72,165,72,About right,Lose         ,Yes   ,Same gender    ,Personality    ,NA,NA,29,29,2,1,7,60,No ,7,Weight control,Yes,No ,6,Yes,No ,5 or 6,6,No ,Yes,No ,Yes,15,Yes
Male  ,A big city  ,Apartment          ,No ,None      ,Divorced           ,2.6,Front ,3,0,2,Yes,2,Fairly Important,Catholic  ,1,3,Yes     ,Yes,Yes,Yes     ,156,72,175,72,About right,Gain         ,Yes   ,Same gender    ,Looks          ,20,3,24,25,2,3,4,60,No ,6,Other         ,No ,No ,9,No ,No ,3 or 4,9,No ,Yes,Yes,No ,9,No 
Male  ,A small town,Apartment          ,No ,None      ,Married            ,1.8,Middle,1,350,5,No ,1,Not important   ,Other     ,0,0,Yes     ,No ,Yes,Yes     ,230,72,180,72,Overweight ,Lose         ,Unsure,No preference  ,Personality    ,14,3,26,28,2,1,8,45,No ,7,Get muscular  ,Yes,No ,7,No ,No ,>8    ,6,No ,Yes,Yes,Yes,4,Yes
NA,NA,NA,NA,NA,Divorced           ,3.46,Middle,1,250,5,No ,2,Fairly Important,Protestant,0,0,Not sure,NA,Yes,Not sure,185,72,170,75,About right,NA,NA,NA,Personality    ,11,0,25,28,3,3,5,60,No ,NA,NA,Yes,No ,10,No ,No ,5 or 6,4,Yes,Yes,No ,NA,0,Yes
Male  ,A small town,Dorm               ,No ,None      ,Married            ,3.55,Middle,0,320,15,No ,3,Very important  ,Other     ,5,15,Yes     ,No ,No ,Yes     ,185,72,160,73,Overweight ,Lose         ,Unsure,No preference  ,Personality    ,0,0,26,27,2,0,3,30,No ,8,Weight control,Yes,No ,0,No ,No ,0,0,Yes,No ,No ,Yes,0,NA
Male  ,Rural       ,Dorm               ,No ,11 to 20  ,Married            ,3.52,Front ,0,250,15,No ,1,Very important  ,Other     ,4,5,Yes     ,No ,Yes,Yes     ,175,72,150,76,About right,Lose         ,Yes   ,No preference  ,Easy to talk to,7,0,27,30,2,1,4,90,No ,8,Reduce stress ,Yes,No ,6,No ,No ,5 or 6,0,Yes,No ,No ,Yes,0,NA
Male  ,Rural       ,Dorm               ,No ,1 to 10   ,Married            ,3.96,Front ,0,275,8,No ,2,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,Yes     ,160,72,170,72,About right,Stay the same,Yes   ,Opposite gender,Personality    ,6,3,25,28,0,1,7,75,No ,8.5,Get muscular  ,Yes,No ,6,No ,No ,3 or 4,0,No ,Yes,Yes,Yes,4,No 
Male  ,Suburban    ,Dorm               ,No ,11 to 20  ,Other or Don't Know,2.5,Back  ,0,450,10,Yes,0,Very important  ,Catholic  ,0,4,Not sure,Yes,NA,NA,215,72,250,76,About right,Nothing      ,No    ,Same gender    ,NA,2,0,NA,NA,NA,2,5,60,No ,7,Get muscular  ,Yes,No ,2,Yes,Yes,7 or 8,1,Yes,Yes,No ,NA,0,NA
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3.3,Front ,0,300,10,No ,2,Fairly Important,Catholic  ,1,7,Not sure,No ,Yes,No      ,186,72,175,75,Overweight ,Lose         ,Yes   ,Same gender    ,NA,NA,0,28,29,2,1,10,75,No ,8,Weight control,Yes,Yes,24,Yes,Yes,>8    ,20,No ,Yes,No ,Yes,6,Yes
Male  ,A small town,Dorm               ,No ,None      ,Married            ,3.33,Front ,2,300,6,No ,3,Fairly Important,Other     ,1,3,Yes     ,Yes,Yes,Yes     ,152,72,160,75,About right,Stay the same,Yes   ,Same gender    ,Trust          ,20,4,23,28,4,1,4,90,Yes,7,Get muscular  ,Yes,No ,10,No ,NA,5 or 6,NA,No ,No ,Yes,Yes,1,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,3.22,Middle,2,400,10,No ,2,Very important  ,Jewish    ,4,1,Yes     ,Yes,Yes,Yes     ,240,72,200,72,Overweight ,Lose         ,Unsure,No preference  ,Personality    ,7,1,25,26,3,1,0.5,30,No ,6.5,Health        ,No ,No ,3,Yes,Yes,>8    ,0,Yes,Yes,No ,Yes,0,Yes
Male  ,Suburban    ,Soror or Frat House,Yes,None      ,Divorced           ,3.5,Middle,2,400,20,Yes,5,Fairly Important,Catholic  ,1,0,Yes     ,Yes,Yes,No      ,180,72,180,72,About right,Stay the same,Yes   ,No preference  ,Looks          ,NA,3,24,28,2,3,2,30,Yes,6.5,Health        ,No ,No ,20,Yes,Yes,>8    ,20,No ,Yes,Yes,No ,12,No 
Male  ,Suburban    ,Dorm               ,Yes,None      ,Married            ,3.3,Back  ,1,300,10,No ,4,Not important   ,Catholic  ,0,0,Not sure,Yes,Yes,Yes     ,180,72,170,74,About right,Lose         ,Yes   ,Same gender    ,Sense of humor ,6,2,27,30,2,0,3,30,No ,8,Get muscular  ,Yes,No ,9,Yes,Yes,3 or 4,4,No ,Yes,No ,Yes,3,Yes
Male  ,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,2.89,Front ,0,550,10,No ,2,Fairly Important,Other     ,0,4,Yes     ,Yes,Yes,Yes     ,210,72,195,75,About right,Lose         ,Yes   ,Same gender    ,Personality    ,20,2,27,27,3,4,4.5,60,No ,8,Health        ,Yes,Yes,12,Yes,No ,3 or 4,5,No ,Yes,No ,Yes,3,Yes
Male  ,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,3.01,Back  ,1,125,2,Yes,1,Fairly Important,Jewish    ,1,2,Yes     ,Yes,Yes,Yes     ,210,72,205,72,Overweight ,Lose         ,Yes   ,Same gender    ,Sense of humor ,30,1,30,32,2,2,2,105,No ,7,Get muscular  ,Yes,No ,16,Yes,No ,>8    ,16,No ,Yes,No ,Yes,2,Yes
Male  ,A small town,Apartment          ,No ,1 to 10   ,Married            ,3.45,Front ,0,450,10,No ,1,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Yes     ,148,72,148,72,About right,Stay the same,Unsure,No preference  ,Easy to talk to,14,2,26,28,2,1,0.5,30,No ,8.5,Weight control,No ,No ,3,Yes,Yes,3 or 4,3,No ,No ,No ,Yes,1,Yes
Male  ,A small town,At home            ,No ,1 to 10   ,Divorced           ,2,Middle,0,300,12,No ,1,Fairly Important,Protestant,3,1,Yes     ,Yes,No ,No      ,176,72,176,72,About right,Stay the same,Yes   ,No preference  ,Trust          ,4,1,24,28,1,5,2.5,30,No ,5,Reduce stress ,No ,No ,3,Yes,Yes,3 or 4,2,No ,Yes,No ,No ,1,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,3.32,Back  ,1,250,2,No ,1,Fairly Important,Catholic  ,2,0,Yes     ,Yes,Yes,Yes     ,225,72,200,72,About right,Lose         ,Yes   ,No preference  ,Personality    ,10,0,27,30,2,2,14,120,No ,7,Get muscular  ,Yes,No ,12,Yes,Yes,>8    ,12,No ,Yes,No ,Yes,2,Yes
Male  ,NA,Dorm               ,No ,None      ,Married            ,2.7,Middle,1,400,5,No ,3,NA,NA,0,0,Yes     ,Yes,Yes,NA,175,72,200,74,About right,Gain         ,Yes   ,No preference  ,Looks          ,NA,4,30,32,1,1,5,45,No ,6,Get muscular  ,Yes,Yes,8,Yes,Yes,5 or 6,4,No ,Yes,NA,Yes,44,No 
Male  ,Suburban    ,Apartment          ,Yes,None      ,Married            ,2.33,Front ,NA,500,NA,No ,3,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Yes     ,180,72,175,72,About right,Stay the same,Yes   ,No preference  ,Trust          ,NA,4,24,26,2,0,1,30,Yes,8,Weight control,Yes,Yes,12,No ,No ,7 or 8,1,No ,Yes,Yes,Yes,35,No 
Male  ,Suburban    ,Apartment          ,No ,>20       ,Married            ,3.4,Front ,1,300,3,Yes,0,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Yes     ,147,72,150,75,Underweight,Gain         ,Yes   ,Opposite gender,Easy to talk to,73,3,30,33,3,2,0,0,Yes,6,Health        ,No ,No ,12,Yes,Yes,>8    ,10,No ,Yes,Yes,No ,14,No 
Male  ,A small town,Soror or Frat House,Yes,None      ,Married            ,2.16,Middle,1,300,30,No ,3,Fairly Important,Catholic  ,4,7,Yes     ,Yes,Yes,No      ,180,72,170,74,About right,Lose         ,Yes   ,Same gender    ,Sense of humor ,50,2,27,28,2,1,15,75,No ,6,Enjoyment     ,Yes,Yes,15,No ,Yes,>8    ,8,No ,Yes,Yes,Yes,8,Yes
Male  ,A small town,Apartment          ,No ,11 to 20  ,Divorced           ,2.5,Middle,1,300,12,No ,0,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,No      ,165,72,180,72,Underweight,Gain         ,Yes   ,Same gender    ,Personality    ,10,1,28,30,2,1,2,30,Yes,7,Get muscular  ,No ,No ,8,No ,Yes,3 or 4,6,No ,Yes,No ,Yes,4,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Divorced           ,2.89,Middle,2,250,2.5,Yes,2,Not important   ,Agnostic  ,0,0,Not sure,Yes,Yes,No      ,220,72,195,74,Overweight ,Lose         ,Yes   ,No preference  ,Personality    ,20,4,26,28,4,6,1.5,45,No ,7.5,Don't exercise,No ,No ,12,Yes,Yes,3 or 4,3,No ,Yes,Yes,No ,3,Yes
Male  ,A big city  ,Apartment          ,No ,11 to 20  ,Divorced           ,2.4,Front ,2,400,20,No ,3,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,Not sure,290,72,180,72,Overweight ,Lose         ,Yes   ,No preference  ,Trust          ,1,1,24,28,1,4,1,45,No ,5.5,Health        ,No ,No ,0.5,No ,No ,5 or 6,0,No ,No ,No ,No ,1,No 
Male  ,Rural       ,Dorm               ,No ,None      ,Married            ,3.7,Middle,0,200,8,Yes,1,Not important   ,Catholic  ,0,0,Yes     ,Yes,Yes,Yes     ,170,72,180,76,Overweight ,Lose         ,Unsure,Opposite gender,Personality    ,1,1,30,30,1,1,2,30,No ,7,Health        ,No ,No ,8,Yes,No ,3 or 4,2,No ,Yes,No ,Yes,1,Yes
Male  ,Suburban    ,Dorm               ,Yes,None      ,Married            ,4,Middle,2,150,7,No ,2,Fairly Important,Jewish    ,0,0,Yes     ,Yes,Yes,Yes     ,290,72,200,74,Overweight ,Lose         ,No    ,Opposite gender,Personality    ,12,2,25,28,2,1,5,60,No ,8,Health        ,Yes,No ,3,NA,No ,3 or 4,0,Yes,Yes,No ,Yes,0,Yes
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,3.63,Middle,2,600,25,No ,2,Fairly Important,Catholic  ,0,1,Yes     ,Yes,No ,Yes     ,140,72,140,72,About right,Stay the same,Unsure,No preference  ,Personality    ,0,0,25,30,2,1,0.5,30,No ,8,Get muscular  ,No ,No ,3,Yes,Yes,3 or 4,0,Yes,Yes,No ,Yes,0,NA
Male  ,Suburban    ,Dorm               ,No ,NA,Married            ,2.65,Front ,0,350,10,No ,2,Not important   ,Catholic  ,0,0,Yes     ,Yes,Yes,Not sure,150,72,175,72,About right,Nothing      ,No    ,Same gender    ,Looks          ,0,0,35,35,2,1,1,30,No ,8.5,Don't exercise,No ,No ,3,No ,No ,3 or 4,0,Yes,Yes,No ,Yes,0,Yes
Male  ,Suburban    ,Soror or Frat House,Yes,1 to 10   ,Married            ,2.44,Middle,0,450,15,No ,1,Fairly Important,Other     ,0,0,Not sure,Yes,Yes,Not sure,230,72,200,72,Overweight ,Lose         ,Yes   ,No preference  ,Looks          ,NA,1,23,24,4,2,4,60,Yes,7,Weight control,Yes,No ,20,No ,Yes,>8    ,16,No ,Yes,Yes,No ,28,Yes
Male  ,A small town,Apartment          ,No ,>20       ,Married            ,2.89,Back  ,3,150,20,No ,4,Fairly Important,Other     ,0,2,Yes     ,Yes,Yes,No      ,140,72,155,72,Underweight,Gain         ,Yes   ,No preference  ,Sense of humor ,11,2,27,35,2,1,3,60,Yes,8,Get muscular  ,Yes,No ,10,Yes,Yes,3 or 4,8,No ,Yes,No ,No ,3,Yes
Male  ,Suburban    ,Apartment          ,No ,None      ,Divorced           ,2.56,Middle,2,300,5,No ,2,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,No      ,172,72,210,75,About right,Gain         ,No    ,No preference  ,Personality    ,15,2,25,26,2,1,7,45,No ,8,Get muscular  ,Yes,No ,15,Yes,No ,7 or 8,15,No ,Yes,Yes,No ,1,Yes
Male  ,Rural       ,At home            ,No ,None      ,Married            ,2.77,Middle,0,300,18,No ,2,Very important  ,Protestant,12,21,No      ,No ,Yes,Yes     ,205,72,195,72,About right,Stay the same,Unsure,No preference  ,Sense of humor ,4,3,24,26,2,1,1,30,No ,8,Reduce stress ,No ,No ,3,No ,No ,3 or 4,0,No ,No ,No ,Yes,1,Yes
Male  ,Suburban    ,NA,No ,11 to 20  ,Married            ,2.98,NA,1,400,20,No ,0,Fairly Important,Protestant,0,0,Yes     ,Yes,Yes,Not sure,150,72,150,73,About right,Stay the same,NA,NA,Looks          ,3,0,28,30,2,2,1,15,No ,8,Get muscular  ,No ,Yes,10,Yes,Yes,7 or 8,10,Yes,Yes,No ,No ,0,Yes
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3.94,Front ,0,350,25,No ,3,Very important  ,Protestant,8,14,Not sure,No ,No ,Yes     ,180,72,160,72,Overweight ,Lose         ,No    ,Opposite gender,NA,NA,0,25,26,4,3,4,30,No ,7,Reduce stress ,Yes,No ,0,No ,No ,0,0,Yes,No ,No ,NA,0,NA
Male  ,Suburban    ,Apartment          ,No ,None      ,Divorced           ,3.2,Back  ,3,400,12,No ,0,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,No      ,180,72,180,72,About right,Stay the same,Yes   ,Same gender    ,Sense of humor ,10,0,25,27,3,5,7,75,No ,8,Get muscular  ,Yes,No ,3,No ,Yes,>8    ,12,Yes,No ,No ,Yes,0,Yes
Male  ,Rural       ,Dorm               ,No ,11 to 20  ,Married            ,3.5,Middle,0,360,4,No ,0,Fairly Important,Protestant,2,2,Not sure,Yes,No ,Not sure,158,72,150,73,About right,Lose         ,Yes   ,Opposite gender,Personality    ,13,1,26,NA,0,1,7,45,No ,7,Weight control,Yes,No ,12,Yes,Yes,5 or 6,12,No ,Yes,No ,No ,7,Yes
Male  ,Rural       ,Apartment          ,No ,None      ,Married            ,1.83,Middle,2,500,5,Yes,0,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,No      ,185,72,190,72,About right,Gain         ,No    ,Same gender    ,Looks          ,7,3,30,30,2,0,3,60,No ,8,Get muscular  ,No ,No ,10,Yes,Yes,>8    ,2,No ,Yes,Yes,No ,4,No 
